time_s,phase,mode,armed,lat,lon,alt_agl_m,airspeed,groundspeed,roll_deg,pitch_deg,yaw_deg,p_dps,q_dps,r_dps,gamma_deg,vN,vE,vD,climb_mps,throttle_pct,navroll_deg,navpitch_deg,ail_out,elev_out,rud_out,aoa_deg,ssa_deg
0.30,TAKEOFF,TAKEOFF,1,28.5597597,77.1173705,-0.07,6.78,8.08,0.07,0.02,-74.86,0.02,1.05,0.02,-0.14,2.10,-7.80,0.02,-0.02,90,0.01,6.92,1507,1322,1508,0.20,-0.03
0.51,TAKEOFF,TAKEOFF,1,28.5597636,77.1173540,-0.07,7.48,8.74,0.07,0.99,-74.87,0.02,7.06,0.02,-0.13,2.26,-8.43,0.02,-0.02,90,0.03,7.64,1505,1397,1506,1.01,-0.04
0.71,TAKEOFF,TAKEOFF,1,28.5597677,77.1173363,-0.07,8.13,9.34,0.08,2.64,-74.87,0.02,8.72,0.02,-0.12,2.42,-9.01,0.02,-0.02,90,0.04,8.32,1503,1418,1504,2.43,-0.05
0.92,TAKEOFF,TAKEOFF,1,28.5597721,77.1173175,-0.07,8.78,9.85,0.07,4.32,-74.89,-0.07,7.90,-0.16,0.52,2.55,-9.51,-0.09,0.09,90,0.05,8.96,1502,1425,1496,3.88,-0.03
1.12,TAKEOFF,TAKEOFF,1,28.5597767,77.1172978,-0.02,9.33,10.29,0.04,5.73,-74.91,-0.16,6.49,-0.06,2.06,2.66,-9.93,-0.37,0.37,90,0.07,9.52,1499,1430,1496,3.70,-0.04
1.33,TAKEOFF,TAKEOFF,1,28.5597816,77.1172770,0.10,9.76,10.65,0.02,6.99,-74.92,-0.08,6.34,0.03,3.87,2.74,-10.28,-0.72,0.72,90,0.09,10.00,1494,1439,1496,3.11,-0.06
1.53,TAKEOFF,TAKEOFF,1,28.5597866,77.1172556,0.30,10.17,10.93,0.02,8.30,-74.90,0.06,6.89,0.13,5.75,2.81,-10.56,-1.10,1.10,90,0.12,10.39,1492,1451,1496,2.29,-0.11
1.74,TAKEOFF,TAKEOFF,1,28.5597917,77.1172337,0.57,10.50,11.13,0.05,9.75,-74.87,0.18,7.49,0.15,7.68,2.86,-10.75,-1.50,1.50,90,0.14,10.70,1492,1465,1496,1.79,-0.15
1.94,TAKEOFF,TAKEOFF,1,28.5597969,77.1172115,0.92,10.74,11.25,0.09,11.28,-74.84,0.21,7.79,0.12,9.55,2.89,-10.86,-1.89,1.89,90,0.15,10.92,1495,1480,1498,1.35,-0.17
2.15,TAKEOFF,TAKEOFF,1,28.5598021,77.1171894,1.35,10.92,11.27,0.13,12.84,-74.83,0.14,7.76,-0.00,11.44,2.90,-10.89,-2.28,2.28,90,0.15,11.07,1498,1496,1498,0.86,-0.17
2.35,TAKEOFF,TAKEOFF,1,28.5598072,77.1171675,1.85,10.99,11.22,0.15,14.37,-74.83,0.00,7.52,-0.08,13.29,2.89,-10.84,-2.65,2.65,90,0.14,11.14,1500,1512,1498,0.51,-0.14
2.56,TAKEOFF,TAKEOFF,1,28.5598123,77.1171458,2.42,11.10,11.11,0.13,15.83,-74.85,-0.09,7.07,-0.09,15.02,2.86,-10.73,-2.98,2.98,90,0.13,11.14,1500,1530,1498,0.17,-0.12
2.76,TAKEOFF,TAKEOFF,1,28.5598173,77.1171244,3.05,11.05,10.95,0.10,17.18,-74.86,-0.11,6.43,-0.06,16.64,2.82,-10.57,-3.27,3.27,90,0.14,11.08,1498,1549,1497,-0.24,-0.10
2.97,TAKEOFF,TAKEOFF,1,28.5598223,77.1171032,3.73,11.03,10.76,0.09,18.39,-74.86,-0.06,5.66,0.02,18.13,2.77,-10.39,-3.52,3.52,90,0.14,10.96,1496,1569,1497,-0.53,-0.11
3.17,TAKEOFF,TAKEOFF,1,28.5598271,77.1170825,4.46,10.91,10.54,0.08,19.43,-74.84,0.01,4.76,0.07,19.45,2.71,-10.18,-3.72,3.72,90,0.16,10.80,1495,1589,1496,-0.83,-0.13
3.38,TAKEOFF,TAKEOFF,1,28.5598343,77.1170518,5.62,10.76,10.21,0.11,20.58,-74.81,0.10,2.96,0.06,20.97,2.62,-9.86,-3.91,3.91,90,0.17,10.41,1495,1619,1497,-1.30,-0.16
3.58,TAKEOFF,TAKEOFF,1,28.5598390,77.1170318,6.42,10.66,10.00,0.14,21.03,-74.80,0.08,1.68,0.02,21.66,2.57,-9.66,-3.97,3.97,90,0.16,10.20,1497,1638,1498,-1.64,-0.16
3.79,TAKEOFF,TAKEOFF,1,28.5598436,77.1170121,7.22,10.48,9.81,0.14,21.22,-74.81,0.02,0.47,-0.06,22.03,2.52,-9.48,-3.97,3.97,90,0.16,10.00,1498,1654,1497,-1.85,-0.15
3.99,TAKEOFF,TAKEOFF,1,28.5598481,77.1169929,8.01,10.33,9.65,0.13,21.18,-74.82,-0.05,-0.70,-0.06,22.17,2.48,-9.32,-3.93,3.93,90,0.16,9.81,1498,1670,1497,-2.04,-0.14
4.20,TAKEOFF,TAKEOFF,1,28.5598525,77.1169740,8.80,10.18,9.50,0.12,20.92,-74.83,-0.05,-1.79,-0.02,22.06,2.44,-9.18,-3.85,3.85,90,0.16,9.65,1497,1684,1496,-2.20,-0.13
4.40,TAKEOFF,TAKEOFF,1,28.5598569,77.1169555,9.56,10.02,9.39,0.11,20.45,-74.83,-0.03,-2.77,0.01,21.73,2.41,-9.07,-3.74,3.74,90,0.16,9.51,1496,1695,1496,-2.28,-0.13
4.61,TAKEOFF,TAKEOFF,1,28.5598612,77.1169371,10.29,9.85,9.31,0.08,19.81,-74.86,-0.20,-3.58,-0.66,21.10,2.40,-8.99,-3.59,3.59,90,-1.20,9.41,1576,1704,1560,-2.33,-0.10
4.81,TAKEOFF,TAKEOFF,1,28.5598655,77.1169189,11.00,9.73,9.26,-0.30,19.01,-75.34,-2.25,-4.26,-3.68,20.33,2.41,-8.94,-3.43,3.43,90,-2.97,9.34,1691,1710,1595,-2.30,0.54
5.02,TAKEOFF,TAKEOFF,1,28.5598698,77.1169006,11.67,9.61,9.25,-1.51,18.08,-76.42,-6.11,-4.76,-6.20,19.43,2.39,-8.93,-3.26,3.26,90,-4.83,9.31,1765,1714,1599,-2.24,1.45
5.22,TAKEOFF,TAKEOFF,1,28.5598740,77.1168824,12.30,9.54,9.28,-3.51,17.04,-77.73,-9.13,-5.03,-5.92,18.38,2.29,-8.98,-3.08,3.08,90,-5.00,9.30,1667,1713,1505,-2.15,2.18
5.43,TAKEOFF,TAKEOFF,1,28.5598779,77.1168637,12.91,9.60,9.34,-5.49,15.95,-78.41,-7.92,-5.16,-1.79,17.25,2.09,-9.10,-2.90,2.90,90,-5.00,9.33,1510,1710,1462,-2.00,1.65
5.63,TAKEOFF,TAKEOFF,1,28.5598815,77.1168447,13.47,9.56,9.45,-6.53,14.93,-78.20,-3.20,-5.11,1.74,16.06,1.88,-9.26,-2.72,2.72,90,-5.00,9.40,1404,1704,1453,-1.93,0.17
5.83,TAKEOFF,TAKEOFF,1,28.5598848,77.1168253,13.99,9.54,9.59,-6.47,13.99,-77.54,1.38,-4.83,2.79,14.90,1.71,-9.43,-2.55,2.55,90,-5.00,9.50,1381,1699,1459,-1.88,-1.56
6.04,TAKEOFF,TAKEOFF,1,28.5598878,77.1168056,14.49,9.66,9.76,-5.79,13.10,-76.95,3.40,-4.51,1.60,13.82,1.61,-9.62,-2.40,2.40,90,-5.00,9.63,1420,1694,1465,-1.76,-3.30
6.25,TAKEOFF,TAKEOFF,1,28.5598906,77.1167855,14.95,9.71,9.93,-5.11,12.24,-76.76,2.64,-4.15,-0.44,12.94,1.57,-9.80,-2.28,2.28,90,-5.00,9.78,1475,1687,1463,-1.66,-3.87
6.45,TAKEOFF,TAKEOFF,1,28.5598935,77.1167652,15.39,9.84,10.10,-4.86,11.44,-76.97,0.53,-3.68,-1.97,12.13,1.55,-9.98,-2.17,2.17,90,-5.00,9.95,1504,1680,1452,-1.61,-3.92
6.65,TAKEOFF,TAKEOFF,1,28.5598962,77.1167447,15.82,10.05,10.29,-5.05,10.74,-77.39,-1.27,-3.10,-2.38,11.49,1.52,-10.17,-2.09,2.09,90,-5.00,10.13,1500,1672,1438,-1.58,-3.74
6.86,TAKEOFF,TAKEOFF,1,28.5598989,77.1167237,16.22,10.21,10.48,-5.45,10.15,-77.77,-1.84,-2.44,-1.87,10.91,1.48,-10.37,-2.02,2.02,90,-5.00,10.31,1474,1665,1427,-1.57,-3.66
7.06,TAKEOFF,TAKEOFF,1,28.5599015,77.1167024,16.62,10.39,10.67,-5.82,9.71,-78.02,-1.26,-1.81,-1.07,10.47,1.42,-10.57,-1.97,1.97,90,-5.00,10.50,1446,1659,1420,-1.58,-3.78
7.27,TAKEOFF,TAKEOFF,1,28.5599040,77.1166806,17.01,10.44,10.86,-5.97,9.40,-78.13,-0.22,-1.22,-0.52,10.13,1.35,-10.77,-1.94,1.94,90,-5.00,10.70,1429,1654,1417,-1.60,-4.15
7.47,TAKEOFF,TAKEOFF,1,28.5599064,77.1166582,17.39,10.67,11.04,-5.94,9.20,-78.20,0.56,-0.67,-0.49,9.97,1.29,-10.96,-1.94,1.94,90,-5.00,10.89,1428,1650,1417,-1.62,-4.40
7.67,TAKEOFF,TAKEOFF,1,28.5599087,77.1166354,17.78,10.85,11.22,-5.82,9.10,-78.32,0.75,-0.18,-0.85,9.91,1.25,-11.15,-1.96,1.96,90,-5.00,11.07,1436,1647,1416,-1.65,-4.56
7.88,TAKEOFF,TAKEOFF,1,28.5599120,77.1166003,18.38,11.07,11.47,-5.72,9.09,-78.66,0.24,0.46,-1.43,10.00,1.18,-11.40,-2.02,2.02,90,-5.00,11.24,1445,1643,1414,-1.74,-4.64
8.08,TAKEOFF,TAKEOFF,1,28.5599141,77.1165766,18.79,11.23,11.61,-5.77,9.19,-78.97,-0.12,0.84,-1.56,10.21,1.14,-11.55,-2.09,2.09,90,-5.00,11.40,1444,1641,1412,-1.83,-4.52
8.65,TAKEOFF,TAKEOFF,1,28.5599141,77.1165766,18.79,11.23,11.61,-5.77,9.19,-78.97,-0.12,0.84,-1.56,10.21,1.14,-11.55,-2.09,2.09,90,-5.00,11.40,1444,1641,1412,-1.83,-4.52
8.85,TAKEOFF,TAKEOFF,1,28.5599161,77.1165528,19.22,11.43,11.73,-5.87,9.36,-79.30,-0.22,1.18,-1.50,10.44,1.08,-11.67,-2.16,2.16,90,-5.00,11.54,1439,1640,1409,-1.89,-4.45
9.06,TAKEOFF,TAKEOFF,1,28.5599180,77.1165288,19.66,11.52,11.83,-5.96,9.60,-79.62,-0.11,1.43,-1.36,10.73,1.01,-11.78,-2.24,2.24,90,-5.00,11.67,1433,1640,1407,-1.95,-4.45
9.26,TAKEOFF,TAKEOFF,1,28.5599197,77.1165047,20.12,11.59,11.90,-6.01,9.88,-79.93,0.10,1.62,-1.28,11.08,0.94,-11.86,-2.33,2.33,90,-5.00,11.78,1429,1640,1405,-2.03,-4.44
9.47,TAKEOFF,TAKEOFF,1,28.5599213,77.1164805,20.60,11.69,11.96,-6.03,10.20,-80.23,0.22,1.75,-1.32,11.45,0.87,-11.92,-2.42,2.42,90,-5.03,11.87,1430,1640,1405,-2.10,-4.44
9.67,TAKEOFF,TAKEOFF,1,28.5599227,77.1164562,21.09,11.84,11.99,-6.05,10.53,-80.56,0.19,1.83,-1.46,11.87,0.80,-11.96,-2.52,2.52,90,-5.28,11.94,1441,1641,1414,-2.17,-4.45
9.88,TAKEOFF,TAKEOFF,1,28.5599241,77.1164318,21.61,11.87,12.02,-6.12,10.86,-80.95,-0.14,1.87,-1.91,12.26,0.72,-11.99,-2.61,2.61,90,-5.45,11.99,1451,1643,1416,-2.25,-4.34
10.08,TAKEOFF,TAKEOFF,1,28.5599258,77.1163949,22.41,11.96,12.03,-6.41,11.35,-81.65,-0.71,1.87,-2.08,12.84,0.59,-12.01,-2.74,2.74,90,-5.77,11.99,1454,1646,1416,-2.37,-4.17
10.29,TAKEOFF,TAKEOFF,1,28.5599268,77.1163701,22.96,12.00,12.04,-6.67,11.65,-82.12,-0.80,1.83,-2.01,13.19,0.49,-12.02,-2.82,2.82,90,-5.96,11.99,1450,1647,1415,-2.44,-4.14
10.49,TAKEOFF,TAKEOFF,1,28.5599275,77.1163452,23.54,12.04,12.04,-6.93,11.94,-82.57,-0.76,1.77,-2.03,13.51,0.38,-12.02,-2.89,2.89,90,-6.10,11.99,1446,1649,1410,-2.50,-4.14
10.70,TAKEOFF,TAKEOFF,1,28.5599281,77.1163203,24.12,12.10,12.02,-7.17,12.22,-83.01,-0.65,1.69,-1.90,13.79,0.27,-12.02,-2.95,2.95,90,-6.39,11.99,1445,1652,1412,-2.57,-4.20
10.90,TAKEOFF,TAKEOFF,1,28.5599284,77.1162956,24.72,12.10,12.00,-7.39,12.49,-83.46,-0.57,1.58,-1.99,14.09,0.15,-11.99,-3.01,3.01,90,-6.64,11.99,1446,1654,1412,-2.61,-4.29
11.11,TAKEOFF,TAKEOFF,1,28.5599285,77.1162711,25.33,12.01,11.96,-7.62,12.74,-83.93,-0.62,1.46,-2.12,14.31,0.02,-11.96,-3.05,3.05,90,-6.85,11.99,1445,1656,1408,-2.65,-4.36
11.31,TAKEOFF,TAKEOFF,1,28.5599284,77.1162468,25.95,11.98,11.91,-7.87,12.96,-84.42,-0.73,1.33,-2.29,14.54,-0.10,-11.91,-3.09,3.09,90,-7.05,11.99,1443,1658,1404,-2.68,-4.44
11.52,TAKEOFF,TAKEOFF,1,28.5599281,77.1162226,26.58,11.93,11.86,-8.15,13.15,-84.94,-0.86,1.18,-2.46,14.74,-0.23,-11.86,-3.12,3.12,90,-7.22,11.99,1437,1660,1395,-2.72,-4.52
11.72,TAKEOFF,TAKEOFF,1,28.5599276,77.1161985,27.21,11.95,11.81,-8.47,13.30,-85.51,-1.00,1.04,-2.87,14.85,-0.36,-11.80,-3.13,3.13,90,-7.41,11.99,1428,1662,1378,-2.75,-4.55
11.93,TAKEOFF,TAKEOFF,1,28.5599268,77.1161745,27.84,11.90,11.76,-8.89,13.39,-86.24,-1.48,0.92,-4.04,14.96,-0.48,-11.74,-3.14,3.14,90,-7.63,11.99,1416,1664,1345,-2.77,-4.36
12.13,TAKEOFF,TAKEOFF,1,28.5599258,77.1161505,28.46,11.82,11.70,-9.57,13.38,-87.34,-2.80,0.85,-6.46,15.03,-0.57,-11.68,-3.14,3.14,90,-7.86,11.98,1392,1665,1277,-2.79,-3.79
12.34,TAKEOFF,TAKEOFF,1,28.5599247,77.1161264,29.09,11.72,11.63,-10.82,13.22,-89.14,-5.41,0.87,-10.95,15.11,-0.60,-11.61,-3.14,3.14,90,-8.12,11.97,1337,1664,1139,-2.79,-2.49
12.54,TAKEOFF,TAKEOFF,1,28.5599236,77.1161025,29.71,11.67,11.52,-13.09,12.75,-92.26,-9.74,1.11,-18.63,15.21,-0.59,-11.50,-3.13,3.13,90,-8.42,11.92,1225,1660,1100,-2.71,1.18
12.75,TAKEOFF,TAKEOFF,1,28.5599223,77.1160789,30.33,11.55,11.44,-16.04,12.01,-96.21,-10.18,1.52,-19.23,15.03,-0.85,-11.40,-3.07,3.07,90,-8.56,11.79,1100,1653,1100,-2.54,3.83
12.95,TAKEOFF,TAKEOFF,1,28.5599203,77.1160555,30.94,11.49,11.37,-18.48,11.30,-99.69,-7.57,1.89,-15.53,14.64,-1.32,-11.29,-2.97,2.97,90,-8.92,11.66,1100,1644,1100,-2.38,5.12
13.16,TAKEOFF,TAKEOFF,1,28.5599174,77.1160326,31.53,11.38,11.33,-20.24,10.82,-102.38,-5.10,2.29,-11.71,14.13,-1.89,-11.16,-2.85,2.85,90,-9.10,11.55,1100,1637,1100,-2.24,5.01
13.36,TAKEOFF,TAKEOFF,1,28.5599134,77.1160100,32.09,11.35,11.30,-21.43,10.56,-104.55,-3.05,2.69,-9.92,13.53,-2.46,-11.03,-2.72,2.72,90,-9.21,11.46,1100,1631,1100,-2.19,4.17
13.56,TAKEOFF,TAKEOFF,1,28.5599084,77.1159877,32.62,11.36,11.30,-22.31,10.35,-106.66,-2.08,3.09,-10.42,13.01,-3.03,-10.88,-2.61,2.61,90,-9.49,11.41,1100,1626,1100,-2.15,3.26
13.77,TAKEOFF,TAKEOFF,1,28.5599024,77.1159657,33.13,11.31,11.31,-23.16,10.09,-109.05,-2.23,3.48,-12.28,12.52,-3.58,-10.72,-2.51,2.51,90,-9.66,11.34,1100,1620,1100,-2.11,2.44
13.98,TAKEOFF,TAKEOFF,1,28.5598954,77.1159440,33.62,11.25,11.34,-24.18,9.69,-111.85,-3.09,3.98,-14.39,12.01,-4.14,-10.55,-2.41,2.41,90,-9.93,11.27,1100,1612,1100,-2.07,2.17
14.18,TAKEOFF,TAKEOFF,1,28.5598829,77.1159121,34.32,11.24,11.41,-26.16,8.91,-116.74,-4.60,5.00,-16.60,11.16,-5.06,-10.22,-2.25,2.25,90,-10.10,11.08,1100,1599,1100,-2.01,2.06
14.39,TAKEOFF,TAKEOFF,1,28.5598731,77.1158913,34.76,11.23,11.49,-27.71,8.32,-120.30,-5.32,5.79,-17.38,10.55,-5.74,-9.95,-2.14,2.14,90,-10.39,10.93,1100,1589,1100,-1.98,2.00
14.59,TAKEOFF,TAKEOFF,1,28.5598619,77.1158711,35.18,11.35,11.60,-29.37,7.72,-124.01,-5.77,6.66,-17.93,9.93,-6.45,-9.63,-2.03,2.03,90,-10.54,10.75,1100,1579,1100,-1.99,1.77
14.80,TAKEOFF,TAKEOFF,1,28.5598495,77.1158516,35.57,11.43,11.72,-31.08,7.11,-127.89,-6.10,7.60,-18.52,9.22,-7.20,-9.23,-1.90,1.90,90,-10.70,10.54,1100,1570,1100,-2.02,1.52
15.00,TAKEOFF,TAKEOFF,1,28.5598356,77.1158330,35.94,11.42,11.85,-32.84,6.47,-131.98,-6.43,8.53,-19.29,8.49,-7.97,-8.77,-1.77,1.77,90,-10.78,10.30,1100,1560,1100,-2.06,1.25
15.20,TAKEOFF,TAKEOFF,1,28.5598206,77.1158156,36.28,11.51,11.99,-34.63,5.79,-136.32,-6.82,9.57,-20.22,7.74,-8.74,-8.21,-1.63,1.63,90,-10.89,10.05,1100,1550,1100,-2.13,0.94
15.41,TAKEOFF,TAKEOFF,1,28.5598042,77.1157996,36.59,11.60,12.14,-36.47,5.03,-140.94,-7.28,10.68,-21.22,6.95,-9.50,-7.55,-1.48,1.48,90,-11.08,9.79,1100,1540,1100,-2.18,0.77
15.61,TAKEOFF,TAKEOFF,1,28.5597866,77.1157851,36.86,11.75,12.31,-38.37,4.19,-145.82,-7.77,11.85,-22.18,6.08,-10.26,-6.78,-1.31,1.31,90,-11.18,9.49,1100,1531,1100,-2.25,0.65
15.82,TAKEOFF,TAKEOFF,1,28.5597676,77.1157722,37.10,11.93,12.49,-40.30,3.26,-150.95,-8.23,13.02,-23.03,5.17,-11.00,-5.90,-1.13,1.13,90,-11.35,9.19,1100,1520,1100,-2.36,0.53
16.02,TAKEOFF,TAKEOFF,1,28.5597473,77.1157613,37.30,12.05,12.69,-42.24,2.23,-156.32,-8.63,14.31,-23.75,4.15,-11.70,-4.91,-0.92,0.92,90,-11.37,8.84,1100,1511,1100,-2.46,0.47
16.23,TAKEOFF,TAKEOFF,1,28.5597258,77.1157526,37.46,12.23,12.91,-44.17,1.12,-161.92,-8.96,15.58,-24.35,3.06,-12.34,-3.78,-0.69,0.69,90,-11.56,8.51,1100,1502,1100,-2.57,0.42
16.43,TAKEOFF,TAKEOFF,1,28.5597029,77.1157462,37.57,12.42,13.17,-46.06,-0.07,-167.74,-9.21,16.88,-24.83,1.92,-12.91,-2.54,-0.44,0.44,90,-11.56,8.15,1100,1494,1100,-2.73,0.37
16.64,TAKEOFF,TAKEOFF,1,28.5596791,77.1157424,37.63,12.68,13.44,-47.88,-1.34,-173.73,-9.40,18.16,-25.19,0.68,-13.39,-1.17,-0.16,0.16,90,-11.65,7.81,1100,1486,1100,-2.87,0.35
16.84,TAKEOFF,TAKEOFF,1,28.5596545,77.1157417,37.64,12.92,13.74,-49.57,-2.67,-179.92,-9.52,19.33,-25.42,-0.50,-13.73,0.30,0.12,-0.12,90,-7.48,6.60,1100,1482,1100,-3.00,0.37
17.05,TAKEOFF,TAKEOFF,1,28.5596295,77.1157439,37.57,13.17,14.05,-51.12,-4.06,173.73,-9.56,20.30,-25.48,-1.80,-13.91,1.88,0.44,-0.44,90,-2.70,5.28,1100,1478,1100,-3.17,0.45
17.25,TAKEOFF,TAKEOFF,1,28.5596046,77.1157496,37.45,13.47,14.35,-52.48,-5.49,167.23,-9.52,21.22,-25.38,-3.07,-13.90,3.53,0.77,-0.77,90,1.98,4.05,1100,1475,1100,-3.29,0.58
17.46,TAKEOFF,TAKEOFF,1,28.5595800,77.1157586,37.26,13.74,14.65,-53.62,-6.90,160.60,-9.39,22.15,-25.10,-4.34,-13.68,5.22,1.11,-1.11,90,6.47,2.98,1100,1472,1100,-3.37,0.75
17.66,TAKEOFF,TAKEOFF,1,28.5595562,77.1157710,37.01,14.05,14.96,-54.56,-8.27,153.87,-9.17,23.05,-24.69,-5.54,-13.25,6.93,1.45,-1.45,90,10.71,2.10,1100,1470,1100,-3.44,0.98
17.87,TAKEOFF,TAKEOFF,1,28.5595333,77.1157869,36.69,14.36,15.27,-55.29,-9.55,147.06,-8.87,23.97,-24.15,-6.69,-12.60,8.62,1.79,-1.79,90,11.24,1.90,1100,1466,1100,-3.47,1.16
18.07,TAKEOFF,TAKEOFF,1,28.5595118,77.1158061,36.31,14.75,15.58,-55.79,-10.69,140.16,-8.51,24.90,-23.51,-7.68,-11.71,10.26,2.10,-2.10,90,11.13,1.84,1100,1462,1100,-3.47,1.33
18.27,TAKEOFF,TAKEOFF,1,28.5594920,77.1158287,35.87,15.12,15.90,-56.08,-11.68,133.18,-8.09,25.69,-22.82,-8.56,-10.60,11.83,2.39,-2.39,90,10.98,1.82,1100,1459,1100,-3.43,1.54
18.48,TAKEOFF,TAKEOFF,1,28.5594664,77.1158684,35.11,15.65,16.37,-56.14,-12.82,122.60,-7.43,26.70,-21.71,-9.57,-8.52,13.97,2.76,-2.76,90,10.62,1.86,1100,1456,1100,-3.36,1.77
18.68,TAKEOFF,TAKEOFF,1,28.5594526,77.1158985,34.54,16.02,16.70,-56.00,-13.34,115.54,-6.98,27.23,-20.96,-10.02,-6.88,15.21,2.95,-2.95,90,10.41,1.92,1100,1453,1100,-3.32,1.86
18.89,TAKEOFF,TAKEOFF,1,28.5594419,77.1159310,33.93,16.33,17.02,-55.71,-13.66,108.48,-6.54,27.70,-20.24,-10.29,-5.07,16.24,3.09,-3.09,90,10.15,2.00,1100,1451,1100,-3.26,1.94
19.09,TAKEOFF,TAKEOFF,1,28.5594346,77.1159652,33.30,16.66,17.31,-55.30,-13.77,101.40,-6.11,28.09,-19.56,-10.34,-3.11,17.03,3.16,-3.16,90,9.96,2.10,1102,1449,1100,-3.15,2.07
19.30,TAKEOFF,TAKEOFF,1,28.5594310,77.1160004,32.68,16.97,17.58,-54.78,-13.66,94.31,-5.83,28.43,-18.92,-10.20,-1.04,17.54,3.16,-3.16,90,9.79,2.21,1108,1448,1100,-3.02,2.20
19.50,TAKEOFF,TAKEOFF,1,28.5594311,77.1160363,32.07,17.20,17.81,-54.26,-13.35,87.24,-5.74,28.65,-18.29,-9.82,1.08,17.77,3.08,-3.08,90,9.54,2.34,1114,1447,1100,-2.89,2.33
19.71,TAKEOFF,TAKEOFF,1,28.5594351,77.1160723,31.49,17.40,18.01,-53.79,-12.86,80.25,-5.69,28.82,-17.74,-9.31,3.24,17.71,2.95,-2.95,90,9.37,2.44,1119,1446,1100,-2.72,2.48
19.91,TAKEOFF,TAKEOFF,1,28.5594427,77.1161078,30.94,17.60,18.18,-53.40,-12.23,73.32,-5.65,28.96,-17.30,-8.64,5.38,17.36,2.76,-2.76,90,9.20,2.54,1122,1446,1100,-2.61,2.57
20.12,TAKEOFF,TAKEOFF,1,28.5594543,77.1161425,30.43,17.76,18.32,-53.10,-11.49,66.46,-5.61,28.99,-16.99,-7.86,7.46,16.73,2.53,-2.53,90,8.98,2.63,1125,1446,1100,-2.53,2.64
20.32,TAKEOFF,TAKEOFF,1,28.5594694,77.1161756,29.96,17.92,18.43,-52.91,-10.68,59.65,-5.60,29.02,-16.77,-7.06,9.43,15.82,2.28,-2.28,90,8.83,2.69,1127,1446,1100,-2.42,2.73
20.52,TAKEOFF,TAKEOFF,1,28.5594881,77.1162068,29.55,17.99,18.51,-52.82,-9.83,52.87,-5.62,29.03,-16.63,-6.17,11.29,14.66,2.00,-2.00,90,8.64,2.73,1130,1446,1100,-2.36,2.78
20.73,TAKEOFF,TAKEOFF,1,28.5595102,77.1162355,29.18,18.12,18.57,-52.88,-8.97,46.17,-5.67,28.96,-16.56,-5.32,12.98,13.27,1.73,-1.73,90,8.48,2.75,1131,1447,1100,-2.32,2.79
20.93,TAKEOFF,TAKEOFF,1,28.5595351,77.1162613,28.86,18.17,18.60,-53.04,-8.14,39.50,-5.70,28.96,-16.58,-4.52,14.48,11.67,1.47,-1.47,90,5.73,3.22,1131,1447,1100,-2.29,2.78
21.14,TAKEOFF,TAKEOFF,1,28.5595625,77.1162835,28.59,18.13,18.60,-53.30,-7.33,32.81,-5.76,29.08,-16.68,-3.72,15.75,9.89,1.21,-1.21,90,-0.47,4.38,1132,1445,1100,-2.24,2.78
21.34,TAKEOFF,TAKEOFF,1,28.5595919,77.1163018,28.38,18.11,18.57,-53.65,-6.55,26.07,-5.83,29.30,-16.84,-2.96,16.78,7.94,0.96,-0.96,90,-7.19,5.69,1131,1443,1100,-2.17,2.79
21.55,TAKEOFF,TAKEOFF,1,28.5596226,77.1163160,28.23,18.05,18.49,-54.07,-5.81,19.26,-5.87,29.36,-17.07,-2.26,17.53,5.88,0.73,-0.73,90,-8.15,5.80,1129,1443,1100,-2.03,2.85
21.75,TAKEOFF,TAKEOFF,1,28.5596543,77.1163258,28.12,18.02,18.39,-54.57,-5.16,12.42,-5.92,29.34,-17.35,-1.59,18.01,3.72,0.51,-0.51,90,-8.16,5.70,1127,1443,1100,-1.96,2.91
21.95,TAKEOFF,TAKEOFF,1,28.5596865,77.1163311,28.05,17.94,18.28,-55.17,-4.63,5.56,-5.97,29.31,-17.67,-1.07,18.21,1.52,0.34,-0.34,90,-8.16,5.58,1124,1444,1100,-1.91,2.95
22.16,TAKEOFF,TAKEOFF,1,28.5597189,77.1163320,28.02,17.85,18.16,-55.82,-4.25,-1.32,-6.03,29.27,-18.03,-0.66,18.14,-0.69,0.21,-0.21,90,-8.06,5.42,1122,1444,1100,-1.88,3.00
22.36,TAKEOFF,TAKEOFF,1,28.5597510,77.1163284,28.00,17.73,18.05,-56.53,-4.01,-8.24,-6.09,29.33,-18.40,-0.41,17.81,-2.88,0.13,-0.13,90,-7.97,5.25,1119,1444,1100,-1.87,3.02
22.56,TAKEOFF,TAKEOFF,1,28.5597826,77.1163204,27.98,17.60,17.95,-57.28,-3.92,-15.23,-6.13,29.45,-18.78,-0.35,17.22,-5.03,0.11,-0.11,90,-8.08,5.12,1115,1443,1100,-1.84,3.05
22.77,TAKEOFF,TAKEOFF,1,28.5598130,77.1163079,27.96,17.52,17.88,-58.03,-3.98,-22.24,-6.15,29.55,-19.17,-0.45,16.40,-7.11,0.14,-0.14,90,-8.00,4.95,1112,1443,1100,-1.89,3.00
22.97,TAKEOFF,TAKEOFF,1,28.5598417,77.1162912,27.92,17.43,17.82,-58.77,-4.19,-29.32,-6.17,29.69,-19.54,-0.68,15.33,-9.08,0.21,-0.21,90,-8.08,4.81,1108,1442,1100,-1.92,2.98
